userId,itemId,rating,genre
3,157,5.0,7
3,158,5.0,7
3,158,5.0,12
3,158,5.0,13
3,158,5.0,15
3,159,4.0,4
3,159,4.0,5
3,160,5.0,9
3,160,5.0,12
3,161,5.0,1
3,161,5.0,3
3,161,5.0,8
3,161,5.0,11
3,162,4.0,3
3,162,4.0,4
3,162,4.0,8
3,162,4.0,13
3,163,4.0,3
3,163,4.0,4
3,164,5.0,2
3,164,5.0,3
3,164,5.0,8
3,164,5.0,11
3,164,5.0,13
3,165,5.0,3
3,165,5.0,4
3,165,5.0,8
3,165,5.0,11
3,166,5.0,1
3,166,5.0,2
3,166,5.0,3
3,166,5.0,11
3,167,5.0,1
3,167,5.0,3
3,167,5.0,11
3,168,5.0,1
3,168,5.0,2
3,168,5.0,3
3,168,5.0,8
3,168,5.0,11
3,169,5.0,2
3,169,5.0,3
3,169,5.0,7
3,170,5.0,0
3,170,5.0,5
3,170,5.0,15
3,171,5.0,3
3,171,5.0,4
3,171,5.0,8
3,171,5.0,11
3,172,5.0,4
3,172,5.0,5
3,173,5.0,5
3,173,5.0,12
3,173,5.0,15
3,174,5.0,3
3,174,5.0,7
3,174,5.0,14
3,175,5.0,4
3,175,5.0,5
3,176,5.0,0
3,176,5.0,1
3,176,5.0,14
3,176,5.0,15
3,177,5.0,1
3,177,5.0,4
3,177,5.0,8
3,178,5.0,4
3,179,5.0,0
3,179,5.0,1
3,179,5.0,14
3,105,5.0,0
3,105,5.0,1
3,105,5.0,4
3,105,5.0,8
3,105,5.0,13
3,180,5.0,0
3,180,5.0,1
3,181,5.0,0
3,181,5.0,1
3,181,5.0,10
3,181,5.0,14
3,182,5.0,5
3,182,5.0,7
3,182,5.0,14
3,182,5.0,15
3,183,5.0,0
3,183,5.0,7
3,183,5.0,16
3,106,5.0,0
3,106,5.0,1
3,106,5.0,14
3,184,5.0,5
3,184,5.0,7
3,185,5.0,10
3,185,5.0,14
3,186,5.0,5
3,186,5.0,10
3,187,5.0,0
3,187,5.0,4
3,187,5.0,11
3,188,5.0,7
3,188,5.0,16
3,189,5.0,7
3,190,5.0,4
3,190,5.0,13
3,191,5.0,0
3,191,5.0,14
3,191,5.0,15
3,192,5.0,4
3,192,5.0,7
3,193,5.0,4
3,193,5.0,13
3,194,5.0,10
3,195,4.0,1
3,195,4.0,7
3,196,5.0,4
3,196,5.0,8
3,196,5.0,13
3,197,5.0,1
3,197,5.0,4
3,197,5.0,14
3,198,5.0,4
3,198,5.0,8
3,199,5.0,2
3,199,5.0,3
3,199,5.0,8
3,199,5.0,11
3,200,4.0,4
3,201,5.0,4
3,202,5.0,0
3,202,5.0,1
3,203,4.0,7
3,203,4.0,11
3,204,4.0,4
3,204,4.0,13
3,205,4.0,10
3,205,4.0,15
3,206,5.0,10
3,206,5.0,14
3,207,5.0,5
3,207,5.0,7
3,207,5.0,15
3,208,4.0,0
3,208,4.0,1
3,208,4.0,14
3,208,4.0,15
3,10,4.0,1
3,10,4.0,14
3,209,3.0,0
3,209,3.0,12
3,209,3.0,14
3,210,4.0,0
3,210,4.0,1
3,210,4.0,14
3,210,4.0,15
3,211,3.0,1
3,211,3.0,4
3,211,3.0,14
3,212,3.0,0
3,212,3.0,5
3,213,5.0,4
3,213,5.0,11
3,213,5.0,13
3,214,5.0,0
3,214,5.0,10
3,215,4.0,10
3,215,4.0,15
3,216,5.0,0
3,216,5.0,4
3,216,5.0,5
3,216,5.0,7
3,216,5.0,14
3,217,3.0,0
3,217,3.0,1
3,217,3.0,14
3,217,3.0,15
3,110,5.0,0
3,110,5.0,4
3,110,5.0,14
3,218,4.0,4
3,218,4.0,16
3,219,5.0,7
3,219,5.0,13
3,219,5.0,15
3,220,1.0,5
3,220,1.0,7
3,220,1.0,12
3,220,1.0,15
3,221,5.0,0
3,221,5.0,4
3,222,4.0,0
3,222,4.0,13
3,222,4.0,14
3,222,4.0,15
3,223,2.0,0
3,223,2.0,4
3,223,2.0,5
3,223,2.0,15
3,12,5.0,0
3,12,5.0,5
3,12,5.0,15
3,224,5.0,7
3,225,5.0,7
3,226,3.0,1
3,226,3.0,8
3,226,3.0,11
3,227,5.0,4
3,227,5.0,7
3,228,5.0,10
3,228,5.0,15
3,229,5.0,0
3,229,5.0,4
3,229,5.0,5
3,229,5.0,7
3,230,3.0,0
3,230,3.0,4
3,230,3.0,5
3,230,3.0,7
3,231,2.0,4
3,231,2.0,10
3,232,5.0,0
3,232,5.0,1
3,232,5.0,3
3,232,5.0,4
3,232,5.0,8
3,233,4.0,3
3,233,4.0,4
3,233,4.0,8
3,234,5.0,2
3,234,5.0,3
3,234,5.0,7
3,235,4.0,7
3,235,4.0,13
3,236,4.0,1
3,236,4.0,14
3,237,4.0,1
3,237,4.0,2
3,237,4.0,3
3,237,4.0,8
3,238,4.0,3
3,238,4.0,14
3,239,5.0,1
3,239,5.0,3
3,239,5.0,14
3,240,3.0,1
3,240,3.0,3
3,240,3.0,4
3,240,3.0,8
3,240,3.0,14
3,241,5.0,6
3,242,5.0,2
3,242,5.0,3
3,242,5.0,4
3,242,5.0,11
3,243,5.0,2
3,243,5.0,3
3,243,5.0,4
3,243,5.0,13
3,244,4.0,2
3,244,4.0,3
3,244,4.0,4
3,244,4.0,11
3,244,4.0,13
3,245,5.0,1
3,245,5.0,2
3,245,5.0,3
3,246,5.0,7
3,246,5.0,8
3,247,5.0,2
3,247,5.0,3
3,247,5.0,8
3,247,5.0,11
3,248,5.0,3
3,248,5.0,14
3,249,4.0,0
3,249,4.0,1
3,249,4.0,14
3,250,5.0,2
3,250,5.0,3
3,250,5.0,11
3,251,5.0,4
3,251,5.0,8
3,251,5.0,13
3,252,5.0,2
3,252,5.0,3
3,252,5.0,4
3,252,5.0,11
3,13,4.0,0
3,13,4.0,1
3,13,4.0,14
3,253,5.0,4
3,254,3.0,4
3,254,3.0,5
3,254,3.0,15
3,255,5.0,7
3,256,5.0,0
3,256,5.0,1
3,256,5.0,8
3,257,4.0,3
3,257,4.0,4
3,257,4.0,8
3,258,5.0,1
3,258,5.0,8
3,259,4.0,1
3,259,4.0,2
3,259,4.0,3
3,259,4.0,4
3,260,4.0,1
3,260,4.0,8
3,260,4.0,13
3,261,5.0,4
3,261,5.0,13
3,262,5.0,1
3,262,5.0,3
3,262,5.0,8
3,263,5.0,4
3,263,5.0,8
3,15,3.0,0
3,15,3.0,1
3,15,3.0,8
3,264,5.0,0
3,264,5.0,5
3,264,5.0,7
3,265,4.0,4
3,265,4.0,7
3,265,4.0,13
3,266,3.0,7
3,266,3.0,8
3,266,3.0,15
3,267,5.0,5
3,267,5.0,7
3,267,5.0,15
3,268,5.0,4
3,268,5.0,5
3,268,5.0,7
3,269,4.0,7
3,270,4.0,4
3,270,4.0,5
3,270,4.0,12
3,271,4.0,0
3,271,4.0,1
3,271,4.0,7
3,271,4.0,15
3,272,5.0,0
3,272,5.0,1
3,272,5.0,4
3,272,5.0,13
3,273,4.0,0
3,273,4.0,7
3,274,5.0,10
3,274,5.0,12
3,274,5.0,14
3,275,5.0,5
3,275,5.0,7
3,275,5.0,12
3,275,5.0,15
3,276,4.0,7
3,276,4.0,10
3,276,4.0,15
3,277,1.0,0
3,277,1.0,5
3,278,5.0,0
3,278,5.0,1
3,278,5.0,14
3,279,5.0,0
3,279,5.0,1
3,279,5.0,14
3,280,3.0,4
3,280,3.0,6
3,281,4.0,0
3,281,4.0,1
3,281,4.0,4
3,282,4.0,4
3,282,4.0,10
3,118,5.0,0
3,118,5.0,4
3,118,5.0,14
3,283,5.0,0
3,283,5.0,4
3,283,5.0,8
3,284,4.0,1
3,284,4.0,7
3,284,4.0,15
3,285,1.0,4
3,286,5.0,4
3,287,5.0,4
3,288,4.0,4
3,289,5.0,4
3,289,5.0,7
3,289,5.0,8
3,289,5.0,13
3,290,5.0,3
3,290,5.0,4
3,291,3.0,1
3,291,3.0,13
3,292,3.0,4
3,292,3.0,10
3,292,3.0,15
3,293,5.0,1
3,293,5.0,8
3,294,5.0,11
3,295,2.0,10
3,295,2.0,12
3,295,2.0,15
3,296,1.0,10
3,296,1.0,15
3,297,4.0,0
3,297,4.0,1
3,297,4.0,14
3,297,4.0,15
3,298,5.0,4
3,18,5.0,1
3,18,5.0,4
3,18,5.0,8
3,18,5.0,14
3,299,3.0,0
3,299,3.0,5
3,299,3.0,14
3,299,3.0,15
3,300,5.0,1
3,300,5.0,2
3,300,5.0,3
3,300,5.0,4
3,300,5.0,5
3,300,5.0,8
3,300,5.0,12
3,301,5.0,0
3,301,5.0,1
3,301,5.0,15
3,302,3.0,10
3,303,5.0,1
3,303,5.0,2
3,303,5.0,3
3,303,5.0,4
3,303,5.0,11
3,304,4.0,4
3,305,5.0,4
3,306,5.0,4
3,306,5.0,7
3,306,5.0,11
3,307,4.0,4
3,307,4.0,7
3,308,4.0,7
3,308,4.0,15
3,309,4.0,0
3,309,4.0,4
3,309,4.0,5
3,309,4.0,15
3,310,5.0,4
3,310,5.0,7
3,310,5.0,8
3,310,5.0,13
3,311,4.0,5
3,311,4.0,7
3,311,4.0,15
3,312,2.0,0
3,312,2.0,4
3,313,4.0,4
3,313,4.0,7
3,313,4.0,13
3,314,5.0,7
3,314,5.0,12
3,315,4.0,4
3,315,4.0,7
3,316,3.0,4
3,316,3.0,7
3,317,5.0,0
3,317,5.0,5
3,317,5.0,7
3,317,5.0,15
3,318,2.0,1
3,318,2.0,2
3,318,2.0,3
3,318,2.0,14
4,319,4.0,4
4,319,4.0,13
4,22,4.0,4
4,22,4.0,13
4,320,4.0,4
4,141,4.0,4
4,29,4.0,1
4,29,4.0,7
4,321,3.5,1
4,321,3.5,4
4,322,4.5,7
4,323,3.5,4
4,57,4.0,4
4,57,4.0,7
4,57,4.0,13
4,57,4.0,16
4,59,4.0,1
4,59,4.0,2
4,59,4.0,3
4,59,4.0,7
4,59,4.0,11
4,60,4.0,0
4,60,4.0,4
4,60,4.0,5
4,60,4.0,8
4,64,4.0,0
4,64,4.0,13
4,64,4.0,15
4,150,4.0,4
4,150,4.0,13
4,75,4.5,4
4,75,4.5,7
4,86,4.0,3
4,86,4.0,4
4,88,3.5,1
4,88,3.5,2
4,88,3.5,3
4,88,3.5,4
4,88,3.5,11
4,101,4.0,2
4,101,4.0,3
4,101,4.0,8
4,101,4.0,11
4,101,4.0,13
4,324,5.0,4
4,324,5.0,13
4,325,3.5,4
4,325,3.5,8
4,325,3.5,13
4,325,3.5,14
4,157,2.5,5
4,157,2.5,7
4,158,3.5,7
4,158,3.5,12
4,158,3.5,13
4,158,3.5,15
4,161,4.0,1
4,161,4.0,3
4,161,4.0,8
4,161,4.0,11
4,164,4.0,2
4,164,4.0,3
4,164,4.0,8
4,164,4.0,11
4,164,4.0,13
4,326,5.0,11
4,326,5.0,13
4,327,3.0,7
4,328,2.5,5
4,328,2.5,7
4,329,4.0,4
4,329,4.0,7
4,329,4.0,13
4,204,4.0,4
4,204,4.0,13
4,213,5.0,4
4,213,5.0,11
4,213,5.0,13
4,330,3.5,7
4,330,3.5,13
4,331,4.5,4
4,217,3.5,0
4,217,3.5,1
4,217,3.5,14
4,217,3.5,15
4,332,4.0,4
4,332,4.0,7
4,332,4.0,14
4,111,4.0,7
4,111,4.0,13
4,333,4.0,4
4,333,4.0,13
4,334,4.5,4
4,334,4.5,7
4,334,4.5,13
4,335,4.5,4
4,335,4.5,13
4,225,4.0,7
4,227,4.0,4
4,227,4.0,7
4,336,3.5,10
4,336,3.5,12
4,337,1.5,5
4,337,1.5,7
4,337,1.5,12
4,337,1.5,15
4,244,5.0,2
4,244,5.0,3
4,244,5.0,4
4,244,5.0,11
4,244,5.0,13
4,338,4.0,0
4,338,4.0,4
4,338,4.0,5
4,338,4.0,15
4,16,4.0,1
4,16,4.0,2
4,16,4.0,3
4,16,4.0,4
4,16,4.0,8
4,339,3.5,1
4,339,3.5,2
4,339,3.5,3
4,339,3.5,4
4,340,4.0,4
4,340,4.0,13
4,341,3.5,4
4,341,3.5,5
4,281,4.0,0
4,281,4.0,1
4,281,4.0,4
4,116,4.5,4
4,342,4.0,4
4,342,4.0,13
4,119,3.5,7
4,119,3.5,10
4,119,3.5,12
4,285,3.5,4
4,298,3.5,4
4,343,3.5,4
4,343,3.5,7
4,343,3.5,8
4,344,3.5,1
4,344,3.5,2
4,344,3.5,3
4,344,3.5,4
4,344,3.5,8
4,345,3.5,7
4,345,3.5,12
4,345,3.5,15
4,346,4.0,7
4,347,3.5,0
4,347,3.5,7
4,347,3.5,16
4,348,4.5,7
4,349,3.5,4
4,350,4.0,7
4,350,4.0,13
4,351,4.0,4
4,351,4.0,13
4,352,3.5,7
4,353,4.5,4
4,353,4.5,5
4,354,3.5,1
4,354,3.5,2
4,354,3.5,3
4,354,3.5,4
4,354,3.5,8
4,354,3.5,13
4,355,3.5,7
4,355,3.5,11
4,355,3.5,13
4,356,4.5,4
4,356,4.5,13
4,357,3.5,4
4,358,3.0,5
4,358,3.0,15
4,359,4.5,7
4,359,4.5,13
4,360,3.5,15
4,361,4.5,4
4,361,4.5,13
4,126,4.5,0
4,126,4.5,1
4,126,4.5,14
4,126,4.5,15
4,362,4.0,5
4,362,4.0,7
4,127,3.5,6
4,363,4.5,10
4,363,4.5,12
4,363,4.5,15
4,364,3.0,1
4,364,3.0,8
4,365,4.0,7
4,365,4.0,16
4,366,3.5,4
4,366,3.5,7
4,366,3.5,13
4,367,4.0,4
4,367,4.0,7
4,367,4.0,8
4,367,4.0,13
4,128,4.0,1
4,128,4.0,2
4,128,4.0,3
4,128,4.0,4
4,368,4.0,0
4,368,4.0,10
4,368,4.0,14
4,369,2.5,4
4,369,2.5,7
4,369,2.5,13
4,370,4.0,4
4,370,4.0,7
4,370,4.0,13
4,371,4.0,4
4,372,4.0,4
4,372,4.0,6
4,372,4.0,7
4,131,3.5,6
4,132,4.5,0
4,132,4.5,1
4,132,4.5,14
4,373,4.0,0
4,373,4.0,1
4,373,4.0,14
4,373,4.0,15
4,374,4.5,7
4,375,4.5,7
4,375,4.5,16
4,376,3.5,1
4,376,3.5,3
4,376,3.5,4
4,376,3.5,8
4,377,5.0,5
4,377,5.0,7
4,378,4.0,0
4,378,4.0,1
4,378,4.0,4
4,378,4.0,13
4,379,4.5,4
4,379,4.5,13
4,380,4.0,4
4,380,4.0,13
4,381,4.5,7
4,381,4.5,11
4,381,4.5,13
4,382,4.0,1
4,382,4.0,3
4,382,4.0,8
4,383,4.0,0
4,383,4.0,1
4,383,4.0,7
4,383,4.0,8
4,383,4.0,15
4,384,4.5,4
5,385,4.0,5
5,385,4.0,7
5,385,4.0,15
5,386,2.0,1
5,386,2.0,3
5,142,2.0,0
5,142,2.0,5
5,142,2.0,14
5,387,5.0,0
5,387,5.0,5
5,387,5.0,7
5,387,5.0,15
5,155,4.0,2
5,155,4.0,3
5,155,4.0,8
5,155,4.0,11
5,158,4.0,7
5,158,4.0,12
5,158,4.0,13
5,158,4.0,15
5,388,5.0,1
5,388,5.0,7
5,388,5.0,16
5,389,4.5,1
5,389,4.5,7
5,389,4.5,16
5,195,4.5,1
5,195,4.5,7
5,390,4.5,7
5,200,4.5,4
5,391,2.0,7
5,392,2.0,4
5,392,2.0,7
5,392,2.0,13
5,393,2.0,0
5,393,2.0,15
5,394,2.0,4
5,395,0.5,7
5,395,0.5,14
5,395,0.5,15
5,396,3.0,0
5,396,3.0,5
5,396,3.0,12
5,396,3.0,14
5,396,3.0,15
5,397,3.0,0
5,397,3.0,4
5,397,3.0,5
5,397,3.0,7
5,398,4.0,0
5,398,4.0,1
5,398,4.0,7
5,399,4.0,4
5,263,4.0,4
5,263,4.0,8
5,341,3.5,4
5,341,3.5,5
5,400,3.0,0
5,400,3.0,1
5,400,3.0,14
5,401,4.0,0
5,401,4.0,7
5,401,4.0,14
5,402,1.0,0
5,402,1.0,14
5,402,1.0,15
5,403,2.0,4
5,403,2.0,10
5,403,2.0,11
5,403,2.0,14
5,404,4.0,0
5,404,4.0,5
5,283,3.0,0
5,283,3.0,4
5,283,3.0,8
5,405,4.5,1
5,405,4.5,2
5,405,4.5,3
5,405,4.5,7
5,405,4.5,14
5,406,3.0,0
5,406,3.0,1
5,406,3.0,4
5,406,3.0,7
5,406,3.0,16
5,407,1.0,1
5,407,1.0,4
5,407,1.0,8
5,344,4.0,1
5,344,4.0,2
5,344,4.0,3
5,344,4.0,4
5,344,4.0,8
5,408,3.5,10
5,408,3.5,14
5,408,3.5,15
5,409,1.5,2
5,409,1.5,3
5,409,1.5,4
5,410,1.5,4
5,410,1.5,7
5,411,1.5,12
5,411,1.5,13
5,411,1.5,14
5,411,1.5,15
5,412,5.0,1
5,412,5.0,8
5,413,3.0,0
5,413,3.0,1
5,413,3.0,7
5,129,5.0,0
5,129,5.0,1
5,129,5.0,7
5,129,5.0,8
5,130,4.0,7
5,130,4.0,13
5,130,4.0,14
5,414,3.5,1
5,414,3.5,8
5,132,4.0,0
5,132,4.0,1
5,132,4.0,14
5,415,3.0,4
5,415,3.0,7
5,415,3.0,13
5,416,4.5,4
5,416,4.5,10
6,417,3.0,1
6,417,3.0,2
6,417,3.0,3
6,417,3.0,4
6,417,3.0,8
6,20,3.0,0
6,20,3.0,1
6,20,3.0,15
6,418,3.0,4
6,418,3.0,5
6,418,3.0,15
6,0,3.0,7
6,139,4.0,3
6,139,4.0,7
6,419,4.0,7
6,320,3.0,4
6,27,5.0,0
6,27,5.0,7
6,27,5.0,16
6,140,4.0,0
6,140,4.0,1
6,140,4.0,4
6,140,4.0,5
6,141,4.0,4
6,420,4.0,0
6,420,4.0,7
6,420,4.0,13
6,420,4.0,16
6,421,2.0,0
6,421,2.0,5
6,421,2.0,7
6,421,2.0,12
6,421,2.0,14
6,421,2.0,15
