mid,genre
647,16
648,0
650,7
651,4
653,1
656,4
659,15
661,8
662,15
663,4
664,4
665,4
667,0
668,7
670,7
671,4
673,14
674,4
678,15
679,7
680,12
681,5
685,7
687,7
688,16
690,7
691,4
692,14
694,0
695,12
696,7
697,7
698,7
700,4
702,7
703,7
704,0
705,4
707,5
708,4
709,1
710,4
711,1
714,17
715,7
718,14
719,4
720,2
721,7
722,6
724,15
725,4
726,7
728,4
731,5
733,1
735,10
736,13
737,14
741,2
742,15
743,4
745,2
746,9
747,4
748,15
750,4
753,13
754,1
755,7
756,6
757,7
759,6
760,16
761,1
762,4
764,13
765,4
766,7
767,7
769,6
775,12
778,4
779,13
780,15
781,7
782,7
783,3
784,15
785,4
786,7
787,6
788,14
793,7
798,1
799,10
800,7
801,3
802,13
803,7
804,4
805,15
806,5
808,3
809,1
810,3
813,4
816,7
818,4
820,7
824,12
828,3
829,4
830,4
831,7
832,5
833,4
834,4
835,7
836,0
837,4
838,4
839,15
840,4
841,10
842,4
844,7
845,7
846,7
848,7
849,14
850,7
851,7
852,4
854,7
858,5
861,5
864,7
865,7
866,5
867,5
869,15
870,4
872,7
875,0
876,15
879,15
880,15
881,4
882,15
885,8
886,4
888,3
889,7
891,10
892,13
893,7
896,7
897,1
898,4
899,4
900,13
901,11
902,13
903,15
904,15
905,13
906,15
907,4
908,0
909,7
910,4
911,13
912,13
913,9
914,4
915,4
916,7
917,7
918,11
919,1
920,7
921,4
922,9
923,7
924,7
926,7
927,4
928,12
929,7
930,15
931,15
932,7
933,15
934,4
935,4
936,13
937,4
938,11
939,4
940,0
941,1
942,9
943,7
944,7
945,4
946,7
947,13
948,13
949,7
950,4
951,13
952,1
953,7
954,7
955,13
956,7
957,7
960,7
961,7
962,5
963,11
964,17
965,15
966,7
968,10
969,4
970,1
971,7
972,7
973,7
976,16
980,0
981,7
982,7
984,4
986,1
987,13
988,4
990,1
991,7
992,15
994,7
996,5
997,15
998,5
999,9
1003,7
1004,15
1005,3
1006,7
1007,3
1008,1
1009,8
1010,3
1011,13
1012,3
1013,3
1014,3
1015,1
1016,3
1017,1
1018,12
1019,1
1020,4
1021,4
1022,3
1023,3
1024,2
1025,3
1026,3
1027,7
1028,8
1029,2
1030,11
1031,11
1032,11
1033,2
1034,15
1035,13
1036,0
1037,10
1040,7
1041,7
1042,7
1043,7
1044,7
1046,7
1047,0
1049,0
1050,6
1051,7
1053,7
1054,7
1055,15
1056,7
1057,4
1059,13
1060,7
1061,15
1063,7
1064,11
1066,11
1067,13
1068,9
1069,5
1073,3
1076,15
1077,4
1078,16
1079,5
1080,4
1081,11
1082,7
1083,4
1084,7
1085,7
1086,5
1087,11
1088,13
1089,15
1090,16
1091,4
1092,5
1093,7
1094,13
1095,7
1096,7
1097,3
1099,8
1100,0
1101,0
1103,7
1104,7
1105,10
1111,6
1112,0
1113,4
1114,7
1120,7
1123,6
1124,7
1125,4
1126,8
1127,1
1128,10
1129,14
1130,12
1131,12
1132,7
1133,7
1135,4
1136,4
1137,13
1145,6
1147,6
1148,4
1150,7
1151,8
1152,5
1153,9
1154,9
1161,7
1162,7
1163,7
1164,7
1165,15
1167,4
1168,0
1169,6
1171,4
1172,7
1173,4
1174,4
1175,7
1176,8
1177,13
1178,7
1179,7
1180,4
1181,17
1183,13
1184,7
1185,7
1186,7
1187,7
1188,4
1189,6
1190,5
1191,6
1192,6
1193,7
1194,4
1196,0
1197,0
1198,0
1199,14
1200,0
1201,0
1202,4
1203,7
1204,16
1206,14
1207,7
1208,7
1209,7
1210,1
1211,7
1212,9
1213,5
1214,10
1215,1
1216,13
1217,7
1218,5
1219,5
1220,11
1221,7
1222,16
1223,3
1224,16
1225,7
1226,7
1227,5
1228,7
1230,4
1231,7
1232,12
1233,7
1234,4
1235,13
1236,4
1237,7
1238,4
1240,15
1241,10
1242,7
1243,4
1244,4
1245,15
1246,7
1247,13
1248,9
1249,15
1250,16
1251,8
1252,9
1253,7
1254,0
1255,4
1256,16
1257,13
1258,10
1259,7
1260,15
1261,8
1262,0
1263,16
1264,12
1265,4
1266,17
1267,15
1268,4
1269,15
1270,4
1271,5
1272,16
1273,4
1274,0
1275,1
1276,7
1277,7
1278,8
1279,4
1280,7
1281,4
1282,3
1283,17
1284,12
1285,4
1286,7
1287,0
1288,4
1289,6
1290,13
1291,1
1292,7
1293,7
1295,7
1296,13
1297,4
1298,7
1299,16
1300,4
1301,14
1302,8
1303,7
1304,17
1305,13
1306,1
1307,4
1310,6
1311,4
1312,7
1317,4
1320,10
1321,15
1322,10
1323,10
1324,10
1325,10
1326,10
1327,10
1328,10
1329,10
1330,10
1331,10
1332,10
1333,10
1334,10
1335,12
1336,15
1337,10
1339,15
1340,10
1341,10
1342,10
1343,15
1344,7
1345,7
1346,8
1347,10
1348,10
1349,10
1350,15
1351,7
1352,5
1353,13
1354,7
1355,15
1356,0
1357,7
1358,7
1359,4
1361,6
1363,7
1365,7
1366,7
1367,3
1369,15
1370,1
1371,14
1372,12
1373,14
1374,15
1375,1
1376,1
1377,0
1378,17
1379,17
1380,4
1381,11
1382,7
1384,7
1385,0
1387,0
1388,15
1389,10
1390,4
1391,4
1392,7
1393,13
1394,4
1395,4
1396,14
1397,7
1398,13
1399,7
1401,7
1404,7
1405,2
1406,5
1407,4
1408,0
1409,4
1410,4
1411,5
1413,7
1414,4
1415,7
1416,7
1417,7
1419,1
1420,6
1422,15
1423,7
1425,4
1427,15
1428,7
1429,0
1430,15
1431,4
1432,7
1433,14
1437,7
1438,15
1440,4
1441,13
1442,7
1444,4
1445,16
1446,7
1447,5
1449,4
1450,16
1453,13
1454,4
1455,4
1456,4
1457,4
1458,8
1459,15
1460,3
1461,4
1463,13
1464,7
1465,7
1466,5
1468,4
1472,15
1473,0
1474,4
1475,13
1476,7
1479,14
1480,15
1482,7
1483,7
1484,13
1485,4
1487,11
1488,7
1489,3
1490,4
1493,13
1495,3
1497,0
1498,13
1499,15
1500,5
1501,5
1502,13
1503,4
1504,7
1507,7
1508,7
1513,4
1515,0
1516,4
1517,0
1518,0
1523,5
1525,3
1526,4
1527,0
1529,4
1531,7
1532,4
1535,13
1537,4
1539,5
1541,4
1542,7
1543,7
1544,1
1545,7
1546,4
1549,13
1550,13
1552,1
1554,13
1555,7
1556,0
1562,1
1563,7
1564,4
1566,2
1569,4
1570,14
1571,13
1572,7
1573,0
1575,7
1580,0
1581,4
1582,3
1583,8
1584,14
1586,0
1587,1
1588,3
1589,5
1590,10
1591,1
1592,4
1593,13
1594,7
1595,1
1596,7
1597,13
1598,15
1599,0
1600,13
1601,5
1602,4
1603,14
1604,0
1605,13
1606,1
1608,0
1609,7
1610,1
1611,13
1612,4
1613,7
1614,4
1615,1
1616,0
1617,15
1619,1
1620,7
1621,7
1623,10
1624,7
1625,15
1626,0
1627,5
1629,13
1631,15
1632,4
1633,7
1635,7
1636,0
1639,13
1640,4
1641,7
1642,4
1643,13
1644,15
1645,12
1646,13
1647,5
1648,7
1649,6
1652,6
1653,14
1654,7
1655,15
1657,4
1658,15
1660,7
1661,15
1663,4
1665,4
1667,0
1668,7
1669,13
1670,16
1671,15
1672,7
1673,7
1674,7
1676,0
1678,13
1680,7
1681,0
1682,7
1683,13
1684,7
1686,15
1687,15
1688,7
1689,4
1690,10
1692,14
1693,12
1694,7
1696,7
1699,7
1701,7
1702,3
1703,4
1704,7
1707,3
1711,7
1713,3
1715,15
1717,12
1719,7
1721,13
1722,0
1726,7
1727,13
1728,7
1729,15
1730,7
1731,4
1732,4
1733,7
1734,4
1735,13
1739,0
1744,0
1746,4
1747,4
1748,14
1750,1
1752,5
1753,4
1754,15
1755,13
1756,10
1757,13
1759,7
1760,4
1762,0
1767,13
1769,15
1771,10
1772,0
1777,4
1779,15
1783,13
1784,13
1785,15
1788,0
1791,15
1792,15
1794,4
1795,7
1796,7
1797,6
1798,15
1799,5
1801,7
1804,5
1805,5
1806,1
1807,7
1809,7
1810,7
1812,7
1816,7
1819,11
1821,4
1822,4
1824,4
1826,1
1827,4
1831,1
1833,15
1834,12
1835,8
1836,4
1837,4
1839,4
1840,7
1841,15
1844,7
1845,15
1846,7
1848,4
1852,15
1854,13
1855,4
1856,6
1858,4
1859,7
1860,7
1861,15
1862,10
1863,4
1864,4
1865,6
1866,5
1870,4
1873,13
1874,4
1875,4
1876,7
1878,13
1880,7
1881,11
1882,15
1883,4
1884,7
1885,7
1886,4
1887,4
1888,7
1889,12
1891,15
1892,15
1894,13
1895,13
1896,4
1897,13
1900,7
1901,6
1902,13
1903,4
1904,7
1907,7
1909,12
1910,4
1911,4
1912,4
1913,12
1914,4
1916,7
1917,14
1918,5
1919,4
1920,2
1921,14
1922,7
1923,4
1924,14
1925,16
1926,11
1927,0
1928,7
1929,7
1931,1
1932,11
1933,7
1934,4
1935,13
1936,16
1937,11
1938,7
1939,16
1940,7
1941,7
1942,7
1943,7
1944,13
1945,5
1946,7
1947,7
1948,13
1949,7
1950,7
1951,7
1952,7
1953,5
1954,7
1955,7
1956,7
1957,7
1958,7
1959,7
1960,7
1961,7
1962,7
1963,4
1964,7
1965,4
1966,4
1967,1
1968,4
1969,10
1970,15
1971,10
1972,10
1973,10
1974,12
1975,10
1976,10
1977,10
1978,10
1979,10
1980,10
1981,10
1982,10
1983,10
1984,10
1985,10
1986,10
1987,10
1988,10
1989,10
1990,10
1991,15
1992,10
1993,10
1994,15
1995,15
1996,15
1997,12
1998,10
1999,10
2000,5
2001,5
2002,7
2003,4
2004,10
2005,3
2006,0
2007,4
2008,9
2009,7
2010,7
2011,1
2012,4
2013,7
2014,4
2015,4
2016,17
2017,3
2018,7
2019,1
2020,13
2021,1
2022,7
2023,5
2024,12
2025,13
2026,15
2027,5
2028,16
2029,4
2031,3
2032,4
2033,2
2034,14
2035,3
2036,4
2037,4
2038,14
2039,1
2040,3
2041,0
2042,3
2043,8
2044,8
2045,7
2046,14
2047,11
2048,2
2049,11
2050,4
2051,3
2052,4
2053,14
2054,4
2055,4
2056,3
2057,3
2058,7
2059,3
2060,4
2062,7
2063,13
2064,6
2065,13
2066,9
2067,7
2068,7
2069,7
2070,17
2071,7
2072,4
2073,4
2074,13
2075,16
2076,15
2077,3
2078,3
2079,3
2080,3
2081,2
2082,4
2083,4
2084,3
2085,2
2086,8
2087,11
2088,11
2089,1
2090,3
2091,3
2092,1
2093,1
2094,0
2095,3
2096,11
2097,12
2098,3
2099,2
2100,4
2101,1
2102,4
2103,3
2104,7
2105,1
2106,16
2107,15
2108,4
2109,4
2110,15
2111,4
2112,5
2113,10
2114,7
2115,8
2116,1
2117,7
2118,15
2119,10
2120,7
2121,15
2122,15
2123,3
2124,3
2125,4
2126,5
2128,4
2130,13
2131,7
2132,7
2133,1
2134,4
2135,1
2136,4
2137,3
2138,8
2139,1
2140,8
2141,3
2142,3
2143,1
2144,13
2145,13
2146,7
2147,1
2148,10
2149,4
2150,1
2151,4
2152,3
2153,0
2154,13
2155,7
2159,15
2160,7
2161,3
2162,3
2163,4
2164,0
2165,7
2166,13
2167,0
2168,7
2169,4
2170,4
2171,4
2173,14
2174,4
2176,15
2177,15
2178,15
2180,15
2181,15
2182,9
2183,12
2184,4
2186,5
2187,12
2188,7
2189,14
2190,7
2191,4
2193,1
2194,7
2195,4
2197,7
2200,7
2201,7
2202,7
2203,5
2204,12
2205,4
2206,9
2207,7
2208,15
2210,15
2212,7
2214,15
2215,13
2219,12
2221,15
2227,7
2231,7
2232,15
2236,7
2237,7
2238,7
2239,4
2240,7
2241,4
2243,4
2244,4
2245,13
2246,13
2247,4
2248,7
2249,4
2250,7
2252,4
2253,8
2254,7
2255,4
2256,10
2257,4
2259,4
2260,7
2261,4
2262,7
2263,7
2264,4
2265,4
2266,4
2267,12
2268,5
2269,7
2271,7
2272,7
2273,4
2275,14
2276,7
2278,0
2279,15
2280,5
2282,7
2283,7
2284,7
2285,7
2286,4
2287,10
2288,10
2289,4
2290,7
2291,7
2292,13
2294,4
2295,4
2296,4
2297,13
2300,4
2301,4
2302,4
2303,7
2304,7
2305,7
2306,4
2307,5
2310,7
2311,14
2312,7
2313,7
2314,7
2315,10
2316,8
2318,7
2320,15
2321,4
2322,14
2323,6
2324,16
2325,4
2327,10
2328,10
2329,5
2330,4
2331,13
2333,7
2334,0
2335,4
2336,7
2337,7
2338,10
2339,13
2340,13
2342,7
2344,15
2345,7
2346,15
2347,7
2348,7
2349,4
2350,4
2351,7
2352,4
2353,15
2354,3
2355,4
2356,4
2357,7
2359,4
2360,7
2361,4
2362,7
2363,10
2364,15
2365,14
2366,10
2367,1
2368,14
2369,4
2370,1
2371,4
2372,4
2373,1
2374,7
2375,4
2376,1
2377,14
2378,5
2379,5
2380,4
2381,5
2382,5
2383,5
2384,7
2385,13
2386,4
2387,4
2388,7
2389,15
2390,4
2391,7
2392,7
2393,14
2394,2
2395,7
2396,4
2397,7
2398,4
2399,1
2400,3
2401,17
2402,0
2403,7
2404,1
2405,13
2406,4
2407,14
2408,14
2409,0
2410,7
2411,7
2412,7
2413,4
2414,0
2415,7
2416,4
2417,4
2418,4
2419,7
2420,7
2421,1
2422,3
2423,4
2424,13
2425,5
2427,7
2428,14
2429,8
2430,1
2431,7
2432,7
2433,7
2434,7
2435,7
2436,7
2437,7
2438,4
2439,7
2440,7
2441,17
2442,7
2443,7
2445,7
2446,15
2447,7
2448,10
2449,1
2450,4
2451,10
2453,7
2454,12
2455,7
2456,10
2457,0
2458,4
2459,10
2460,10
2461,10
2462,10
2463,4
2464,10
2465,10
2467,12
2468,0
2469,7
2470,1
2471,1
2472,4
2473,4
2474,7
2475,0
2476,0
2478,4
2479,15
2481,7
2482,13
2483,15
2485,4
2486,7
2487,4
2488,7
2490,0
2491,4
2492,13
2493,7
2494,6
2495,2
2496,13
2497,13
2498,14
2499,4
2500,4
2501,7
2502,4
2504,4
2505,7
2506,4
2507,4
2511,9
2513,10
2514,4
2515,10
2516,10
2517,10
2518,4
2519,10
2520,7
2521,7
2522,7
2523,15
2524,15
2525,10
2526,14
2527,14
2528,0
2529,7
2530,0
2531,14
2532,0
2533,0
2534,0
2535,0
2536,7
2537,1
2539,4
2540,15
2541,7
2542,4
2545,4
2546,7
2548,10
2549,0
2550,15
2551,7
2552,4
2553,10
2554,15
2555,4
2557,7
2558,13
2559,2
2560,15
2561,15
2562,7
2563,7
2565,13
2566,3
2567,4
2568,5
2569,7
2570,7
2571,0
2572,4
2573,11
2574,4
2575,7
2577,7
2579,12
2580,4
2581,4
2582,4
2583,7
2585,7
2586,5
2587,7
2589,7
2590,7
2594,14
2596,4
2597,4
2598,4
2599,4
2600,14
2605,15
2606,10
2607,7
2609,7
2610,7
2611,7
2612,7
2613,14
2615,1
2616,5
2617,15
2618,4
2620,7
2621,7
2622,4
2624,8
2625,5
2626,4
2627,7
2628,1
2629,13
2630,7
2631,4
2633,13
2634,10
2635,10
2636,10
2637,10
2638,10
2639,7
2640,14
2641,14
2642,14
2643,1
2644,10
2647,10
2648,10
2649,10
2650,10
2651,10
2652,10
2653,10
2654,10
2655,10
2656,10
2657,11
2659,4
2660,14
2661,14
2662,7
2664,15
2668,14
2669,16
2670,16
2671,13
2672,7
2673,7
2674,7
2676,15
2677,11
2678,7
2681,4
2682,7
2683,0
2686,7
2687,1
2688,7
2689,6
2690,4
2691,7
2692,5
2693,6
2694,4
2696,4
2697,4
2699,4
2700,11
2701,4
2702,7
2704,7
2706,13
2707,15
2708,13
2709,3
2710,10
2712,12
2713,15
2714,7
2715,4
2716,4
2717,4
2718,4
2719,10
2720,4
2721,13
2722,0
2723,8
2724,4
2725,7
2726,5
2727,9
2728,7
2729,13
2730,13
2731,7
2732,7
2733,13
2734,15
2735,12
2736,4
2738,4
2739,7
2741,5
2745,7
2746,4
2747,10
2748,1
2749,12
2750,7
2751,7
2752,12
2753,15
2754,10
2755,7
2757,7
2758,7
2759,4
2761,3
2762,12
2763,12
2764,15
2766,7
2767,4
2769,5
2770,4
2771,7
2772,4
2774,13
2775,7
2776,6
2779,4
2780,4
2781,10
2782,10
2783,10
2784,10
2786,4
2787,10
2788,4
2789,10
2790,10
2791,4
2792,4
2793,15
2794,1
2795,4
2796,4
2797,13
2798,3
2799,4
2800,2
2801,13
2802,7
2803,12
2804,4
2805,13
2806,15
2807,0
2808,14
2809,4
2810,12
2812,0
2815,0
2816,0
2817,0
2819,7
2820,7
2822,1
2824,7
2826,0
2827,15
2828,4
2829,4
2832,7
2835,1
2836,4
2837,4
2839,7
2840,7
2841,12
2843,13
2844,7
2845,4
2846,7
2847,13
2848,7
2849,7
2850,15
2851,15
2852,7
2853,10
2855,10
2856,15
2857,8
2858,13
2859,11
2860,4
2861,4
2862,7
2863,1
2864,4
2866,7
2867,4
2868,10
2869,7
2870,4
2871,15
2872,1
2874,13
2875,12
2876,3
2877,11
2878,10
2879,4
2880,0
2881,5
2882,7
2883,7
2884,4
2885,13
2886,4
2887,0
2888,13
2889,4
2890,4
2891,4
2892,0
2893,0
2894,7
2897,4
2898,10
2899,3
2900,10
2901,14
2902,12
2903,10
2904,7
2905,0
2906,13
2907,4
2908,7
2912,15
2913,14
2915,4
2916,0
2917,15
2918,4
2919,7
2920,13
2921,17
2922,5
2923,4
2924,0
2925,7
2926,4
2927,7
2928,7
2929,7
2930,6
2932,7
2935,4
2936,13
2937,4
2938,7
2939,7
2940,7
2941,11
2942,7
2943,7
2944,16
2945,12
2946,11
2947,15
2948,1
2949,1
2950,1
2951,17
2952,7
2953,3
2956,0
2959,15
2961,7
2962,4
2964,7
2966,1
2967,7
2968,8
2969,13
2970,1
2971,11
2972,7
2973,5
2974,15
2975,4
2976,7
2977,4
2978,13
2979,7
2981,6
2982,10
2983,15
2984,6
2985,14
2986,5
2987,2
2988,7
2989,1
2990,15
2991,1
2992,10
2993,15
2995,15
2996,7
2997,7
2998,13
3000,1
3001,7
3002,6
3003,13
3004,13
3005,15
3006,15
3007,6
3008,14
3010,7
3011,7
3013,10
3015,15
3016,10
3017,10
3018,4
3019,5
3020,7
3021,10
3022,4
3024,10
3025,17
3028,4
3029,0
3030,1
3031,4
3032,14
3033,4
3034,1
3035,16
3036,1
3037,17
3038,7
3039,4
3040,4
3041,4
3042,4
3043,4
3044,12
3045,7
3046,13
3047,7
3048,4
3051,4
3052,8
3053,7
3054,1
3055,15
3057,4
3060,4
3061,11
3062,0
3063,7
3064,15
3066,7
3067,7
3068,12
3069,7
3070,1
3071,4
3072,13
3074,17
3075,10
3076,4
3077,6
3078,7
3079,7
3081,12
3082,0
3083,7
3086,8
3087,13
3088,8
3089,7
3090,7
3091,7
3093,17
3094,7
3095,7
3096,4
3097,7
3098,7
3099,13
3100,7
3101,15
3102,13
3103,13
3104,15
3105,7
3106,13
3107,0
3108,7
3109,7
3110,7
3111,7
3112,7
3113,15
3114,4
3115,7
3116,7
3117,7
3118,7
3120,4
3121,7
3122,17
3125,7
3127,7
3128,7
3129,4
3130,7
3133,17
3134,16
3135,7
3136,6
3138,7
3140,4
3141,7
3142,11
3143,7
3144,4
3145,7
3146,4
3147,5
3148,7
3150,15
3152,7
3153,0
3155,13
3156,13
3157,8
3158,7
3159,3
3160,7
3161,7
3163,4
3165,0
3166,1
3167,4
3168,7
3169,5
3171,7
3173,7
3174,4
3175,1
3176,15
3177,4
3178,7
3179,7
3180,7
3181,7
3182,6
3183,7
3185,7
3186,7
3188,6
3189,7
3190,14
3192,7
3194,13
3196,16
3197,13
3198,5
3199,7
3200,4
3201,7
3202,10
3203,15
3204,15
3205,10
3206,13
3207,1
3208,0
3210,7
3211,7
3213,2
3214,7
3216,15
3217,7
3218,7
3219,12
3221,7
3223,7
3224,7
3225,4
3232,4
3235,4
3238,15
3239,4
3240,4
3241,4
3243,4
3244,13
3245,7
3246,7
3247,5
3248,4
3249,7
3250,7
3251,7
3252,7
3253,4
3254,4
3255,4
3256,5
3257,7
3258,8
3259,1
3260,7
3261,4
3262,7
3263,7
3264,0
3265,0
3266,15
3267,5
3268,4
3269,13
3270,7
3271,7
3272,7
3273,10
3274,15
3275,0
3276,4
3281,6
3282,4
3284,4
3285,1
3286,4
3287,3
3289,7
3292,9
3294,10
3296,7
3298,7
3299,7
3300,15
3301,5
3302,4
3303,6
3304,5
3306,4
3307,7
3308,4
3309,4
3310,4
3313,4
3314,0
3316,15
3317,7
3318,7
3320,13
3324,4
3325,7
3326,14
3327,6
3328,7
3329,7
3330,7
3331,7
3334,15
3338,6
3339,16
3340,10
3341,4
3342,7
3343,13
3344,10
3347,1
3349,4
3350,7
3351,10
3354,14
3355,10
3357,7
3358,4
3359,7
3360,7
3361,4
3362,7
3363,7
3364,5
3365,17
3368,17
3370,15
3371,7
3377,7
3379,7
3380,9
3384,0
3385,4
3386,12
3387,4
3388,4
3390,7
3391,4
3392,4
3393,13
3394,13
3395,4
3396,3
3397,4
3398,3
3399,3
3400,3
3401,1
3402,4
3404,0
3405,7
3406,7
3408,7
3409,15
3412,3
3414,13
3415,7
3417,4
3418,5
3420,15
3421,4
3422,13
3423,7
3424,7
3425,7
3426,13
3427,5
3428,7
3429,2
3430,0
3431,7
3432,7
3434,7
3435,5
3436,13
3437,7
3438,3
3439,8
3440,0
3441,7
3442,7
3444,0
3445,15
3446,4
3447,7
3448,4
3449,7
3450,4
3451,7
3452,13
3453,7
3454,13
3456,7
3457,7
3459,10
3460,4
3461,1
3462,7
3463,4
3465,7
3466,4
3467,17
3468,7
3469,7
3470,7
3471,7
3474,15
3475,7
3476,10
3477,7
3478,7
3479,13
3480,13
3481,4
3483,3
3484,15
3487,17
3489,1
3490,10
3491,4
3492,4
3494,7
3495,7
3496,7
3497,4
3498,7
3499,10
3500,4
3501,13
3502,7
3503,12
3504,4
3505,15
3506,7
3507,4
3508,15
3509,7
3510,15
3511,4
3512,13
3513,7
3515,4
3516,8
3518,7
3519,16
3520,4
3521,7
3522,7
3524,13
3525,4
3526,4
3527,15
3528,13
3529,15
3531,4
3534,7
3535,15
3536,7
3537,7
3538,4
3539,6
3540,7
3543,4
3544,4
3545,11
3546,7
3547,7
3548,4
3549,13
3550,10
3551,15
3552,4
3553,15
3554,7
3555,15
3556,13
3557,15
3559,7
3560,7
3563,0
3564,3
3565,7
3566,4
3567,7
3568,13
3569,4
3571,7
3572,10
3573,10
3574,10
3575,7
3576,14
3577,13
3578,0
3579,7
3580,7
3581,4
3584,7
3587,10
3588,7
3590,7
3591,4
3593,0
3594,11
3596,4
3598,7
3599,11
3600,11
3602,4
3604,11
3605,5
3606,13
3608,4
3609,6
3611,3
3612,11
3613,4
3614,13
3615,3
3616,13
3617,4
3618,5
3619,4
3620,7
3621,10
3622,4
3623,0
3624,17
3626,4
3627,10
3628,13
3629,13
3632,4
3633,13
3634,15
3635,15
3637,7
3638,15
3639,1
3640,4
3643,16
3646,4
3649,7
3653,6
3654,0
3655,7
3656,5
3657,7
3658,10
3659,14
3660,15
3661,15
3662,14
3663,15
3664,14
3665,15
3668,7
3669,4
3671,4
3672,1
3673,1
3674,1
3675,4
3676,10
3677,6
3678,7
3679,6
3680,6
3681,0
3682,0
3683,7
3684,13
3685,7
3686,10
3687,14
3688,4
3689,4
3690,4
3691,4
3692,10
3693,4
3694,4
3695,10
3696,15
3697,0
3698,0
3699,14
3700,14
3701,14
3702,0
3703,14
3704,1
